#VALIDAÇÃO	Update
neutro	#SKY terá de cumprir lei e oferecer mais canais de TV aberta aos assinantes http://ow.ly/olyPo ( http://www.jf.jus.br/jf/noticias/2013/agosto/sky-tera-de-cumprir-lei-e-oferecer-mais-canais-de-tv-aberta-aos-assinantes )
lixo	"...5º Valverde (Movistar) a 21'', 6º Kiserlovski (RShack) a 26'', 7º Uran (Sky) a 28'', 8º Moreno (Katusha) a 31'' #LaVuelta..."
neutro	@__batima 124 na sky pra quem tem sportv
neutro	@_1DevonneDrew ta passando na sky?
neutro	"@_allanramos tvou colocar no 17 aqui, pode crer. Tenho sky sim, essa porra passa?"
negativo	"@_annalicious vou voltar anna, porque essa merda de sky tirou o canal que passava :/, vou ter que assistir tudo de novo"
lixo	@_Dylan_Gomez_ TE AMO SKY <3
neutro	@_fernandoalemao nao na Sky nao tem mais olha ai se nao tem o canal Tv Urbana pq ta passando Olha ai
lixo	@_Nelliel_Tu kkkkkkkk bons tempos quando eu queria ser a bloom e casar com o sky kkkkkkkkkkkkkkkk
lixo	RT @lobao_net: Mais um dia de trabalho (@ SKY Brasil - AeC) http://4sq.com/1ePPAHZ ( https://foursquare.com/lobao_net/checkin/520e714011d2be9b192fc6af?s=J5WOSSjxoCosx9TrXGV9I-VG6kg&ref=tw )
lixo	"@_Tefinho @alohagabriel_ tu é sky Camargo, bj"
neutro	"@_tonibastos mano, to vendo na claro tv hahah nao sei se tem na sky. Mas na tv aberta tem"
neutro	@10neto nao perco um programa seu e quando perco gravo pela minha sky mais fica sem assistir nem pesar.
lixo	"@1LogamHemderson é, tipo, pra que isso ~rio~ ~continuo procurando~ http://coldwellbanker.com/property;jsess… ( http://www.coldwellbanker.com/property;jsessionid=D43E74C8FDE0F5BAF3AA3525CCE6DFBE.sky-node05/ca/Los%20Angeles?propertyId=281408273&mode=detail&brandType=CB ) essa foi a melhor ~te mostro~"
lixo	"@1LogamHemderson Olha essa amor é em LA , ela tá perfeita ~te mostro~http://coldwellbanker.com/property;jsess… ( http://www.coldwellbanker.com/property;jsessionid=D43E74C8FDE0F5BAF3AA3525CCE6DFBE.sky-node05/ca/property?propertyId=281353627&mode=detail&brandType=CB )"
lixo	@1LogamHemderson Tem essa amor http://coldwellbanker.com/property;jsess… ( http://www.coldwellbanker.com/property;jsessionid=D43E74C8FDE0F5BAF3AA3525CCE6DFBE.sky-node05/ca/Los%20Angeles?propertyId=281822128&mode=detail&brandType=CB )
neutro	"@acheleswan É ""Novo Canal"" o nome. Acho que não tem na Sky, mas ta aqui. Agora elas não tão falando mas já já começa. http://tv.sba1.com/assistir.aspx?… ( http://tv.sba1.com/assistir.aspx?canal=livenc )"
neutro	"@acheleswan Parabólica, Sky, ou pra ver pela internet?"
lixo	me traume con sky ferreiraaaaa❤
lixo	RT @lobao_net: Trabalho do dia a dia (@ SKY Brasil - AeC) http://4sq.com/15Lguv1 ( https://foursquare.com/lobao_net/checkin/520d75de498e02bf03b17935?s=W2ToLk5YGeR1NOejPI1drBYCL-k&ref=tw )
neutro	"@adrielcosta_ beleza mano, valeu! Tu sabes me dizer se tem esporte interativo na sky?"
neutro	@Alagoanadonjr n sei to sem sky
lixo	@alisonpinky85 Sky hahahahaha
lixo	A letra de Lucy In The Sky With Diamonds te faz brizar kkkkkkk
lixo	@Alyanaaaaaa ay sky cable kayo :( hahahahahha de castro ah ew
neutro	@anderballogh87 será apenas na SKY ou tambem pra outras operadoras?
lixo	um pouco de hardstyle by me http://soundcloud.com/lee-kear/rebor… ( https://soundcloud.com/lee-kear/reborn-vs-till-the-sky-falls )
neutro	"@anderballogh87 tomara que a imagem seja melhor, pois a do VH1 na Sky é sofrível."
neutro	@Andre_SilvaRS Sabe qual canal da SKY vai passar o jogo do Barça?
neutro	@AndreMunhos hahaha 155/Sky é redes!
lixo	"RT @stardoncaster: joga bonito nos trends pq os divos, os brilhosos os diamonds in the sky sao os brasileiros http://pic.twitter.com/SkdWVFgEMG ( http://twitter.com/stardoncaster/status/372492637573378048/photo/1 )"
lixo	00:09 e ouvir aquela musica dos belos putos #housebros #gopro  #summer #iphoneonly #picoftheday #sky… http://instagram.com/p/diqmKZRYLI/
lixo	ai pls a sky ferreira é tão perf http://pic.twitter.com/8EvS1g0elP ( http://twitter.com/assenousa/status/372560142622941185/photo/1 )
neutro	@AndrieOliveira por enquanto só a sky se pronunciou a respeito da mudança
lixo	Eucalypts & Blue Sky #australia #eucalypt #gumtree #native #roadtrip #blueskyday #beautifulday… http://instagram.com/p/diqlIaJMjQ/
neutro	"@andrizek se não for abusar muito, tens como me dizer o canal que será transmitido pela Sky?Não encontrei na programação! Obrigada."
lixo	"@apmuller ahahahahahahahaha diaba, vc n viu o q escrevi no sky?"
neutro	"@arenasportv ah, esqueci de dizer qual canal da Sky vai transmitir o jogo Grêmio x Santos!"
neutro	@ArnaldoESPN Alguma idéia da ESPN HD na SKY?
neutro	@ArnaldoESPN Bom dia Arnaldo. Gostaria de saber se tem informações sobre a entrada do canal ESPN HD na Sky. Desde já agradeço.
lixo	"Eu e meu pai assistindo tv domingo a tarde lsa em casa, ou seja, briga pelo controle dá sky kkkkkkkkkk… http://instagram.com/p/diqQN_SCCn/"
neutro	@arturfelix_ tem isso na sky? Kkkkk
neutro	@aureliojdiniz Vh1 vai ficar só no canal HD (286) e o 86 vira mtv brasil.  Recebi um e-mail da Sky avisando. Mas é a partir de 1/10
neutro	"@awnlunatica kkk eu passei por acaso tava procurando filme, pq a merda da sky só tem nome"
negativo	@BaixinhaDoNeey Pelo menoos pra mim q nao uso Sky no Esporte interativo
neutro	@Balanco_GeralSP  tava sem sky  agora to perdida Geraldo cade o anão?
neutro	"@bart_TJS Tem Sky mano? Vai passar no 124 da sky, canal alternativo que o Sportv vai transmitir"
neutro	@Binho8708 Você é assinante também da Sky?
lixo	@blievzz eu adoro a sky
neutro	@bloomsofpezz ain mas eu não tenho sky mais :c
lixo	BOA NOITE! #weather #instaweather #instaweatherpro  #sky #outdoors #nature  #instagood #photooftheday… http://instagram.com/p/dirxKcM3E1/
neutro	@Bruno_Yooji não tem na sky!!
lixo	sky ferreira <3
positivo	"@BrunoMonin @bruno_sj E ai vem a grande novidade, a SKY já está anunciando a entrada da MTV em sua programação à partir de 1° de Outubro!"
lixo	O rei do Sky fernando_zor kkkkkk http://instagram.com/p/dir76akAIS/
lixo	RT @JCeCoficial: O rei do Sky fernando_zor kkkkkk http://instagram.com/p/dir76akAIS/
neutro	"@bzanette SporTV vai passar, sim, Bruno. Canal alternativo aberto para todos na área dos canais PPV. Na Sky, será o 124."
lixo	RT @SorayaMoraes: BOA NOITE! #weather #instaweather #instaweatherpro  #sky #outdoors #nature  #instagood #photooftheday… http://instagram.com/p/dirxKcM3E1/
negativo	@CampoeBola Droga nao tenho esse canal nao...SKY me fode assim kkk
lixo	@Catarina_AReis vou-te explicar da seguinte forma: Tu vives ao pé da serra e não vais para lá todos os fds fazer sky ou caminhadas/picnics
lixo	"@claucravo não tem nada no sky, só o que eu escrevi pra vc"
neutro	@ClaytonTetra na Sky nao tem! Pqp!!  Valeu Clayton!
neutro	@comeheresg PERA EU TENHO SKY NAO TEM MTV NA SKY PORRA
neutro	"@CrazyFans__ kkk , ahh sim rebelde é a unica novela q eu vi td fora da sky kk"
neutro	"@csmotta_ Não sei, vou alugar aqui na Sky"
lixo	Gostei de um vídeo @YouTube de @gamerphs http://youtu.be/OLiw4H2jxVg?a ( http://www.youtube.com/watch?v=OLiw4H2jxVg&feature=youtu.be&a ) Sky Block - Ep 4 - Mob Spawn e uma Fornalha - PHS Gamer
lixo	Adicionei como favorito um vídeo @YouTube de @gamerphs http://youtu.be/OLiw4H2jxVg?a ( http://www.youtube.com/watch?v=OLiw4H2jxVg&feature=youtu.be&a ) Sky Block - Ep 4 - Mob Spawn e uma Fornalha - PHS
negativo	@d_astolphi ta passando em algum canal da sky ?????
neutro	@danielaaw na sky nao vai passa sa merda -'-
neutro	"@Danny_LunaS2 @ParadaMixTv SOCORRRO KLFHJLKSDH KRA, COLOQUEM MIX NA SKY, NE, P FACILITAR MINHA LIFE"
lixo	"@DaRealNala @beingzariine mines bigger tbh, size of a sky mo control"
lixo	@dave_jakes haha boyyyyyy! #boy #lake #mountain #sky #gimp
negativo	@DavidDiniz10 não tem na sky
negativo	"@dblondet17 aham tbem n vi , osso e que tenho e sky e n tem esporte interativo"
neutro	@demilovatofly na sky isso? Qual canal?
lixo	"@DihDiogo_  Porra, eu nao tenho ele na sky =( Eu quero ver =("
lixo	"como é foda, patrocínio da sky vodka"
lixo	"A voz de Adam Young <3 pqp vei - Fireflies, Vanilla Sky e Youtopia"
neutro	@dileysbiann que bom que a minha mae nao botou sky quando eu pedi nsnsnsnsnsnsnsns
neutro	@Djeh7 na sky não tem
negativo	"@dobrevaalways só tt, pq a sky deu pau agr"
lixo	Mto bom o video !!! Sky Block é mto legal e mto legal as musicas que vc usou tbm !!! (@YouTube http://youtu.be/OLiw4H2jxVg?a ( http://www.youtube.com/watch?v=OLiw4H2jxVg&feature=youtu.be&a ))
lixo	@doce_camille Nossa!!! Pão de queijo é tudo de bom!!! Peace of sky!!! Bom dia!
lixo	Saudade define isso #trip #santiago #sky http://instagram.com/p/diusXCCSbU/
neutro	@DouglasBaggio95 esporte interativo mas não tem na Sky so na claro TV
neutro	@E3MySmile LSADJKALSDJ tipo eu nem tenho na sky mix mas to mandando alksdjlaskjd
neutro	@E3TrueFriends na sky eu sei que é 181
neutro	@E3TrueFriends na sky? 181 porque?? ndflksndlks
neutro	@EduardoJenisch só tenho sky e não tem nenhum canal transmitindo! Baita jogo!
lixo	"não sei porque mas gosto muito dessa frade ""hands up and touch the sky"" çdaslksldkjfdçl"
neutro	@Esp_Interativo adoro vcs pq nao entram na tv paga sky
neutro	@Esp_Interativo quando é que vai ter o EI na sky ??
neutro	"@Esp_Interativo vcs tem que entrar na sky, se não como vou assistir neymar :("
lixo	@cristianbonjour Sky Ferreira y Ambar <3
lixo	@farah_maher hahaahahaha da sky
neutro	@fcnjrelucasm sabe dizer se vai passar na sky amr?!
neutro	@featselina ta dando os fwp na sky sdjkbfd chupa
lixo	"@felip_hernandez SKY É FODAAAAA,hahaha nao vou dia 7 se pa,vamooo"
negativo	@felipeabrao meu sky desisntalou e só da pau ¬¬ me manda no nanymata @ gmail ou deixa nos rascunhos?
lixo	"@Fer_Toffoli a gente só falou da sky, ainda não pensamos em nada ksajhjshdjah vc tem algo?"
neutro	@FilhoDuNeymar esse canal nao tem na sky nao ne?
lixo	"@tommosorvete Olá! No momento este canal não está disponível na SKY. Em breve teremos novidades, por favor, aguarde."
neutro	@FmVerdao o chat da sky esta informando a troca
lixo	"RT @CFC_es: Mourinho: ""¿Eto'o (#Anzhi)? No me gusta dar nombres (Sonríe)"" Indirecta a Villas Boas (DT #Tottenham)"" [Sky Sports]"
lixo	"@blankdirection_ Olá! No momento este canal não está disponível na SKY. Em breve teremos novidades, por favor, aguarde."
positivo	"@fredericocalico Mais é local.. Aqui é Sky, é diferente.."
lixo	Enquanto uns estao colocando bombril na antena da tv p assistir a globo .. eu vou pra minha high definition assistir sky. #Bixapodre.
neutro	@fucknjr vc em qual canal da sky ta passando o jogo ?
neutro	@Fute_Noticia Vai passar aonde ? Na sky. Agradecido.
neutro	@gabrielampires_ aqui na grade da sky ta mostrando rbs
negativo	"@gabrield93 ai, eu gostava da vh1 ne, mas sky sempre tirando canais que assisto ne...."
negativo	"@GColvara é muito vacilo da sky, agora só tera o canal bis e vh1 hd de musica, já a net tem vh1 sd, vh1 megahits, bis, vh1 hd e music box"
neutro	@goddamntrouble ja quero em hd passando em todos os canais de musica da sky
neutro	@Guifluminense tem esse canal na sky ?
neutro	@guifsss claro q tem uiashdiuahsiudhasd mais eu ja vi todos que eu gravei na sky ja iuashdiuhsiudhauishdd
lixo	E com o controle da sky http://instagram.com/p/dixPeCvSPP/
lixo	@guilhermehgm kkkkkkkkkkkkkkkkkk sacanage c o garoto sky
neutro	"@h0ranfcker sua tv tbém é sky? fiquei morren de raiva, mudo tudo os canal, pqp"
neutro	"@helderraphael que merda eu queria ter assistido, mas deve passar reprise na sky, nao!?"
neutro	"@higorcmartins Na sky não passa em canal nenhum mesmo, só tv normal ou parabolica, eu acho.."
lixo	@hikari_null Colorless Sky. - nao #NowPlaying
lixo	"@HumorShakers @MundoBrunaRocha MDDDDS, essa musica é pra acabar com a vida, ele só quer fazer a gente chorar, genteee do sky, haushuas"
lixo	"#SeriesQueEchoDeMenos sky trackers, fantasma escritor, kenan & kel.., http://youtube.com/watch?v=o3fzlB… ( http://www.youtube.com/das_captcha?next=/watch?v=o3fzlB4kmMA )"
lixo	@ialeluise tenho sim.. com ctz --' kkkkkkkkkk. vcs tão querendo ir na sky ne? kkkkk
lixo	"""mim pega gata eu tenho skay hd"" RT @umtaldePadre: E com o controle da sky http://instagram.com/p/dixPeCvSPP/"
neutro	"@IanLucasFR cara, eu já ate tirei o controle da SKY perto de mim .. já quebrei 3 esse ano ! papo muito sério hahahahahahahahaha"
lixo	Jindabyne #photography #landscape #nature #nice #amazing #sky #water #picoftheday #like #photooftheday… http://instagram.com/p/dixstsSwo1/
neutro	"@Igordalpra_ mas só tenho sky,dai nao tem"
negativo	@igorthebrave vou ver T-T acho que deu algum conflito de gravação na sky e ela não gravou
lixo	Visite minha Suíte! Acabei de comprar um(a) Purple Sky Shirt! http://stardoll.com/in/?pid=25720&… ( http://www.stardoll.com/en/user/?id=226269685&pid=25720 )
lixo	@isasisconeto Parei já! Te marquei em uma foto naaa sky
neutro	@itsneymarjr é na sky???? QUAL O NÚMERO?
lixo	@ivanmotta ei plus é sky?? Hahahha
neutro	@iwishustyles nem sei explicar  ;s vamos dizer que eu faço um resumo dos povo lá que instala as sky nos postes shaushua entendeu ? faço +
negativo	"@je_maartins se o cara da sky n vir aqui amanha, NADA"
lixo	@jon_flan93 Morcombe v N/castle(7.45 ss1) Barca v A Madrid (10pm sky)
neutro	@jorgeiggor @esp_interativo cadê o EI na sky?
negativo	"@JoseGuilhermeBo E a Sky não tem o canal na grade, que merda. Não poderei assistir e, assim, terei que ir pra escola, rs.."
neutro	"@JoseGuilhermeBo nenhum canal da Sky transmitirá o jogo de hoje, né?"
neutro	@josimar_lopes2 @SporTV @gvttv na SKY li em algum lugar que é o canal 124
neutro	"@juliaanny_ aqui, sky n tem mais boomerang, mas tem um canal que  chama glitz que vai passar 3 séries qur a boomerang passa, pll tlg e tcd"
neutro	@JulianaNLeite e agora? O jogo só na sky
lixo	#sky#clouds#空#イマソラ#雲#blue#bluesky#青空#2013#instagram http://instagram.com/p/di00qRAwAR/
neutro	@JustAEmblem será que tem mix tv na sky?
lixo	RT @womico: #sky#clouds#空#イマソラ#雲#blue#bluesky#青空#2013#instagram http://instagram.com/p/di00qRAwAR/
lixo	"@JustJon plasma sky, plague Inc"
neutro	"@juu1903 mas a programação é diferente, vou ver aki na sky"
neutro	"@Ka_crf Eu só tenho SKY, mas na casa dos meus pais tem a Claro, acabei de ver, acho que é 48, né?!"
neutro	@Ka_crf Não tem na SKY. :(
lixo	amazon: 星座彼氏シリーズVol.2『Starry☆Sky~Aquarius~』 http://amzn.to/Hbr8zb ( http://www.amazon.co.jp/星座彼氏シリーズVol-2『Starry☆Sky~Aquarius~』-鈴村健一/dp/B001OH4HUM ) #sougofollow #星座
lixo	Gostei de um vídeo @YouTube de @iaguinhoopires http://youtu.be/fgGapEwJX3M?a ( http://www.youtube.com/das_captcha?next=/watch?v=fgGapEwJX3M&feature=youtu.be&a ) Sky Wars - Voltando a gravar!!!
neutro	@kevynbonilha pq? Cortaram a sky? :/
neutro	@kingstromwick é canal acho que 24 na sky
neutro	@kingstromwick Não tem na sky
neutro	@kissedirection denadegas e tá passando na tv tbm mas não tem na sky
neutro	@lbertozzi Alguma idéia da ESPN HD na SKY?
lixo	perfecta antes de dormir ;) The Alan Parsons Project- Eye in the Sky: http://youtu.be/NNiie_zmSr8 ( http://www.youtube.com/das_captcha?next=/watch?v=NNiie_zmSr8&feature=youtu.be ) vía @youtube
neutro	@lbertozzi ta passando em algum canal da sky?
neutro	@leoargetblanco tenho Sky mano
lixo	Confira os tweets mais relevantes sobre Sky Sports em http://blog.twestalker.com/2013/08/16/183… ( http://blog.twestalker.com/2013/08/16/1836_Sky_Sports/ )
lixo	RT @SoalPALU: Kapal pesiar Caledonian Sky from Nassau merapat diPort Of Pantoloan. Cc @SoalPALU http://pic.twitter.com/abRLdl3BDN ( http://twitter.com/Idjalcelebes/status/372508668064833536/photo/1 ) via @Idjalcelebes
lixo	#aniversario #instalove  #instamoment  #boyfriend  #beautiful  #amazing #crazy  #sky #fly @ Toluca de… http://instagram.com/p/di4_zpuEfH/
lixo	@VictorHC0901 (...) guia de programação: https://www.sky.com.br/servicos/GuiadaTv/GravacaoDistancia.aspx e divirta-se!
lixo	@leticiiabpontes @felip_hernandez partiu seus fracos ..sisco aqui for pra barretao e pra sky nos últimos fds #orgulho #humilde
neutro	"@lggusta bah, valeu, achei que não ia passar na sky"
neutro	"@lightwoodale vish, eu nem tava presente aqui no dia do vma, tava lendo pq tenho sky e a sky n tem mtv e n pegou na internet gaduasjgh"
neutro	@LirezLima obg por me lembrar q a sky n tem MTV! Rs
neutro	@listenchadwick aqui na sky so tem transamerica to chorando
neutro	@listenchadwick que canal é na sky?
lixo	"ERTE @SoalPALU: Kapal pesiar Caledonian Sky from Nassau merapat diPort Of Pantoloan. Cc @SoalPALU http://pic.twitter.com/papS1T2CHI ( http://twitter.com/Idjalcelebes/status/372508668064833536/photo/1 ) via @Idjalcelebes"""
lixo	"TV: encontro nesta quarta pode selar transferência de Eto'o para o Chelsea: Segundo a 'Sky Sports', clube ingl... http://glo.bo/1aOou6K ( http://globoesporte.globo.com/futebol/futebol-internacional/futebol-ingles/noticia/2013/08/tv-encontro-nesta-quarta-pode-selar-transferencia-de-etoo-para-o-chelsea.html?utm_source=twitterfeed&utm_medium=twitter )"
lixo	"O estresse começa qnd eu n acho o controle da Sky, nem com macumba e reza braba"
lixo	"Bom dia, Hannover! #sky #Germany #Hannover #good #morning #go #to #school ): http://instagram.com/p/di6Gvsvt_R/"
lixo	@londonsflag se mio fratello m concede sky lo guardo lol ahaha
lixo	Sky Ferreira - Sad Dream: http://youtu.be/6dyeFalOjw0 ( http://www.youtube.com/das_captcha?next=/watch?v=6dyeFalOjw0&feature=youtu.be ) via @youtube
